Disease,Count,Prior_Probability
Hepatic Amyloidosis,16,3.4683835165073376e-05
Leptospirosis,16,3.4683835165073376e-05
Persistent Right Aortic Arch,16,3.4683835165073376e-05
Postpartum milk,16,3.4683835165073376e-05
Respiratory Parasites,16,3.4683835165073376e-05
Anaerobic Infection,16,3.4683835165073376e-05
Rhinoentomophthoromycosis,16,3.4683835165073376e-05
Immunologically Mediated Dermatoses,16,3.4683835165073376e-05
Aspergillosis,16,3.4683835165073376e-05
Schnauzer Comedo Syndrome,16,3.4683835165073376e-05
Lyme Disease,16,3.4683835165073376e-05
Tracheobronchomalacia,16,3.4683835165073376e-05
Pyrexia of Unknown Origin (PUO),16,3.4683835165073376e-05
Esophageal Diverticulum,16,3.4683835165073376e-05
Feline Syncytial Virus Infection,16,3.4683835165073376e-05
Hair removal without regrowth,16,3.4683835165073376e-05
Hypertensive Encephalopathy,16,3.4683835165073376e-05
Thoracoabdominal Inflammation,16,3.4683835165073376e-05
Posterior Capsular Opacification,16,3.4683835165073376e-05
Brucellosis,16,3.4683835165073376e-05
Tympanic Membrane Perforation,16,3.4683835165073376e-05
Aural Hematoma,16,3.4683835165073376e-05
Kidney Deficiency with Water Overflow,16,3.4683835165073376e-05
Nasal Cavity Tumors,16,3.4683835165073376e-05
Thoracic vertebrae fracture,16,3.4683835165073376e-05
Invisible Body Disease,16,3.4683835165073376e-05
Tooth Wear (Abnormal),15,3.251609546725629e-05
Anterior synechia of the iris,15,3.251609546725629e-05
Capsular eye,15,3.251609546725629e-05
Mandibular Body Fracture,15,3.251609546725629e-05
Enamel Fracture,15,3.251609546725629e-05
Superficial Punctate Keratitis,15,3.251609546725629e-05
Sarcoma,15,3.251609546725629e-05
Ankylosing Spondylitis with Deformity,15,3.251609546725629e-05
Hair Removal Without Regrowth,15,3.251609546725629e-05
Ectopic Cilia,15,3.251609546725629e-05
Aortic dilation,15,3.251609546725629e-05
Adrenal Diseases,15,3.251609546725629e-05
Juvenile Cat Gingivitis,15,3.251609546725629e-05
Saprolegniosis,15,3.251609546725629e-05
Bladder polyps,15,3.251609546725629e-05
Saprolegniasis,15,3.251609546725629e-05
Corneal Tumor,15,3.251609546725629e-05
Patent Ductus Arteriosus (PDA),15,3.251609546725629e-05
Ocular Eyelid Disorders,15,3.251609546725629e-05
Hepatic Lobe Torsion,15,3.251609546725629e-05
Epididymitis,15,3.251609546725629e-05
Airway Foreign Body,15,3.251609546725629e-05
Hair Follicle Tumor,15,3.251609546725629e-05
Feline Parvovirus-Associated Cerebellar Lesions,15,3.251609546725629e-05
Osteomyelitis,15,3.251609546725629e-05
Chemical Burns in the Oral Cavity,15,3.251609546725629e-05
Vascular Ring Anomaly,15,3.251609546725629e-05
Mandibular Osteopathy of the Head Region,15,3.251609546725629e-05
Incomplete eyelid closure,15,3.251609546725629e-05
Pulmonary Congestion,15,3.251609546725629e-05
Orbital Cellulitis,14,3.0348355769439206e-05
Exposure Keratitis,14,3.0348355769439206e-05
Jugular Phlebitis,14,3.0348355769439206e-05
Trunk Cyclic Alopecia,14,3.0348355769439206e-05
Ureteral Diseases,14,3.0348355769439206e-05
Frog Rot,14,3.0348355769439206e-05
Nasal Cavity Adenocarcinoma,14,3.0348355769439206e-05
Weak Heart Qi,14,3.0348355769439206e-05
Bacterial Meningoencephalitis,14,3.0348355769439206e-05
Callus Pyoderma,14,3.0348355769439206e-05
Under Investigation for Jaundice,14,3.0348355769439206e-05
Inguinal Scrotal Hernia,14,3.0348355769439206e-05
Canine Spindle Cell Ameloblastoma,14,3.0348355769439206e-05
Kidney Deficiency and Liver Hyperactivity,14,3.0348355769439206e-05
Hyperparathyroidism,14,3.0348355769439206e-05
Placental Abruption,14,3.0348355769439206e-05
Iliopsoas Injury,14,3.0348355769439206e-05
Laryngeal Diseases,14,3.0348355769439206e-05
Mixed Mesothelioma,14,3.0348355769439206e-05
Lobar torsion,14,3.0348355769439206e-05
Epidural Abscess,14,3.0348355769439206e-05
Chondrosarcoma,14,3.0348355769439206e-05
Femoral Condyle and Trochlear Ridge Fracture,14,3.0348355769439206e-05
Aphthous ulcers,14,3.0348355769439206e-05
External Auditory Canal Polyp,14,3.0348355769439206e-05
Distal Radius and Ulna Metaphyseal Fracture,14,3.0348355769439206e-05
Alveolar Bone Osteomyelitis,14,3.0348355769439206e-05
Phthisis Bulbi,14,3.0348355769439206e-05
Polydipsia and Polyuria Under Investigation,14,3.0348355769439206e-05
Cryptogenic Meningoencephalitis-Cerebral Type,14,3.0348355769439206e-05
Patent Ductus Arteriosus (Reversed),13,2.818061607162212e-05
Deficiency of Both Yin and Yang,13,2.818061607162212e-05
Liver and Kidney Deficiency,13,2.818061607162212e-05
Vitamin B2 Deficiency,13,2.818061607162212e-05
Squamous Cell Carcinoma,13,2.818061607162212e-05
Duramater Ossification,13,2.818061607162212e-05
Stellar Vitreous Degeneration,13,2.818061607162212e-05
Multiple System Neuronal Degenerative Disease/Dystrophy,13,2.818061607162212e-05
Injection site sarcoma,13,2.818061607162212e-05
Jugular Veinitis,13,2.818061607162212e-05
Degenerative Tricuspid Valve Disease,13,2.818061607162212e-05
Paradoxical Vestibular Syndrome,13,2.818061607162212e-05
Punctum lacrimale minuscule,13,2.818061607162212e-05
Stasis and Turbidity Obstruction,13,2.818061607162212e-05
Mastocytosis,13,2.818061607162212e-05
Bartonellosis of the Blood,13,2.818061607162212e-05
Rabbit Mucinous Enteropathy,13,2.818061607162212e-05
Embryonic Vascular Anomalies,13,2.818061607162212e-05
Incomplete involution of the uterus,13,2.818061607162212e-05
Decayed carapace,13,2.818061607162212e-05
Placental Retention,13,2.818061607162212e-05
Snakebite Envenoming,13,2.818061607162212e-05
Feline Leprosy,13,2.818061607162212e-05
Toad Venom Poisoning,13,2.818061607162212e-05
Ectopic Ureter,13,2.818061607162212e-05
Juvenile Cat Periodontitis,13,2.818061607162212e-05
Spinal Cord Tumor,13,2.818061607162212e-05
Pannus,13,2.818061607162212e-05
Alveolar bone sclerosis,13,2.818061607162212e-05
Rickets,13,2.818061607162212e-05
Bursitis,13,2.818061607162212e-05
Air Sacculitis,13,2.818061607162212e-05
Perianal Gland Carcinoma,13,2.818061607162212e-05
Pyogenic Arthritis,13,2.818061607162212e-05
Colorectal Tumor,13,2.818061607162212e-05
Organofluorine Poisoning,13,2.818061607162212e-05
Chiari-like Malformation,13,2.818061607162212e-05
Nasal Cavity Lymphoma,13,2.818061607162212e-05
Dentine Stone,12,2.6012876373805032e-05
Pulmonary Arterial Dilation,12,2.6012876373805032e-05
Vertebral Tumor,12,2.6012876373805032e-05
Infectious Meningoencephalitis,12,2.6012876373805032e-05
Urethral Tumor,12,2.6012876373805032e-05
Panniculitis,12,2.6012876373805032e-05
Epiphysitis,12,2.6012876373805032e-05
Aspirin Poisoning,12,2.6012876373805032e-05
Ureteral rupture,12,2.6012876373805032e-05
Familial Palmoplantar Keratoderma,12,2.6012876373805032e-05
Cutaneous Horn,12,2.6012876373805032e-05
Lipatitis,12,2.6012876373805032e-05
Demodex mites,12,2.6012876373805032e-05
Edema of the soft palate,12,2.6012876373805032e-05
Bark Rot,12,2.6012876373805032e-05
Obstructive Sleep Apnea (OSA),12,2.6012876373805032e-05
Ascites to be investigated,12,2.6012876373805032e-05
Ocular Diseases of the Eyelids,12,2.6012876373805032e-05
Ceruminous Cyst,12,2.6012876373805032e-05
Rupture of Anal Glands,12,2.6012876373805032e-05
Lacrimal Duct Obstruction,12,2.6012876373805032e-05
Tearing Wound of the Ear,12,2.6012876373805032e-05
Microcystosis,12,2.6012876373805032e-05
Congenital Dermatosis,12,2.6012876373805032e-05
Tetralogy of Fallot,12,2.6012876373805032e-05
Spinal Dysraphism,12,2.6012876373805032e-05
Galactorrhea,11,2.3845136675987947e-05
Cutaneous Plasmacytoma,11,2.3845136675987947e-05
traction alopecia,11,2.3845136675987947e-05
Nuclear Sclerosis of the Lens,11,2.3845136675987947e-05
Aural atresia,11,2.3845136675987947e-05
Primary Ciliary Dyskinesia,11,2.3845136675987947e-05
Excessive Stomach Heat,11,2.3845136675987947e-05
Gallbladder Tumor,11,2.3845136675987947e-05
Punctum Lachrymale,11,2.3845136675987947e-05
Keratinizing and Seborrheic Dermatoses,11,2.3845136675987947e-05
Pulmonary Emphysema,11,2.3845136675987947e-05
FSA (Financial Services Authority),11,2.3845136675987947e-05
Juvenile Feline Gingivitis,11,2.3845136675987947e-05
Wind-cold attacking the lung,11,2.3845136675987947e-05
Airway Stenosis,11,2.3845136675987947e-05
Oral Squamous Cell Carcinoma,11,2.3845136675987947e-05
Hyperadrenocorticism (Cushing's Myopathy),11,2.3845136675987947e-05
Lymphoplasmacytic Enteritis/Colitis,11,2.3845136675987947e-05
Basal Cell Carcinoma,11,2.3845136675987947e-05
Agalactia Postpartum,11,2.3845136675987947e-05
Salivary Gland Diseases,11,2.3845136675987947e-05
Cutaneous Sinus,11,2.3845136675987947e-05
Bladder Damp-Heat,11,2.3845136675987947e-05
Ankylosis of the Temporomandibular Joint,11,2.3845136675987947e-05
Yeast Infection,11,2.3845136675987947e-05
Ischemic Neuromuscular Disorders,11,2.3845136675987947e-05
Meningocele/Myelomeningocele,10,2.1677396978170862e-05
Brachycephalic Airway Syndrome,10,2.1677396978170862e-05
Cutaneous Calcification,10,2.1677396978170862e-05
Summer Heat,10,2.1677396978170862e-05
Depression,10,2.1677396978170862e-05
Radioulnar Dysplasia,10,2.1677396978170862e-05
Multiple System Neurodegenerative Disorders/Dystrophy,10,2.1677396978170862e-05
Feather Pecking,10,2.1677396978170862e-05
Overlong cheek teeth,10,2.1677396978170862e-05
Papilloma,10,2.1677396978170862e-05
Deafness,10,2.1677396978170862e-05
Atrial Septal Defect (ASD),10,2.1677396978170862e-05
Corneal Dystrophy,10,2.1677396978170862e-05
Priapism,10,2.1677396978170862e-05
Neurogenic Dry Eye Syndrome,10,2.1677396978170862e-05
Feline Traumatic Ischemic Myelopathy,10,2.1677396978170862e-05
Atlantoaxial Dislocation (Congenital),10,2.1677396978170862e-05
Trigeminal Neuritis,10,2.1677396978170862e-05
Hypertensive Retinopathy,10,2.1677396978170862e-05
Iris Tumor,10,2.1677396978170862e-05
Anorectal and Perineal Diseases,10,2.1677396978170862e-05
Thoracic wall penetrating injury,10,2.1677396978170862e-05
Pulmonary Hypoplasia,10,2.1677396978170862e-05
Dryness and Fluid Injury of the Stomach,10,2.1677396978170862e-05
Penile Tumor,10,2.1677396978170862e-05
Cloacal Disease,10,2.1677396978170862e-05
Perirenal Pseudocyst,10,2.1677396978170862e-05
Ocular Melanosis,10,2.1677396978170862e-05
Primary Glaucoma,10,2.1677396978170862e-05
Maxillary Abscess (Rodent),10,2.1677396978170862e-05
Allergic/Eosinophilic Lung Disease,10,2.1677396978170862e-05
Wind-Heat Injury to the Collaterals,10,2.1677396978170862e-05
Ligamentum collaterale rupture,10,2.1677396978170862e-05
Pancreatic Adenocarcinoma,10,2.1677396978170862e-05
Mediastinal Lymphoma,10,2.1677396978170862e-05
Loss of eyelid reflex,10,2.1677396978170862e-05
Degenerative Spinal Cord Disease,10,2.1677396978170862e-05
Sudden Blindness,10,2.1677396978170862e-05
Tooth Avulsion (Extraction from Alveolar Socket),10,2.1677396978170862e-05
Retinal Degeneration,10,2.1677396978170862e-05
Ceruminous Otitis Externa,10,2.1677396978170862e-05
Congenital Intervertebral Disc Malformation,10,2.1677396978170862e-05
Mixed-type Mesothelioma,10,2.1677396978170862e-05
Stromal Cell Tumor,10,2.1677396978170862e-05
Abnormal Substance Deposition in the Cornea,10,2.1677396978170862e-05
Injury to the tail muscles,10,2.1677396978170862e-05
Enamel cleavage,10,2.1677396978170862e-05
Damp-heat in the large intestine,10,2.1677396978170862e-05
Mesenteric Volvulus,10,2.1677396978170862e-05
Urine Stain,10,2.1677396978170862e-05
Myxoma,10,2.1677396978170862e-05
Interstitial Nephritis,9,1.9509657280353777e-05
Necrosis of the dental pulp,9,1.9509657280353777e-05
Antibiotic-Responsive Enteritis,9,1.9509657280353777e-05
Hyperchloremia,9,1.9509657280353777e-05
Hypertrophic External Otitis,9,1.9509657280353777e-05
Intestinal Dampness-Heat,9,1.9509657280353777e-05
Mandibular Joint Dysplasia,9,1.9509657280353777e-05
Thrombocytosis,9,1.9509657280353777e-05
Tetanus Toxin,9,1.9509657280353777e-05
Clipping Egg,9,1.9509657280353777e-05
Crystal-induced Uveitis,9,1.9509657280353777e-05
Hepatic Portal Microvascular Dysplasia,9,1.9509657280353777e-05
Pneumoperitoneum,9,1.9509657280353777e-05
Fibrocartilaginous Embolic Myelopathy,9,1.9509657280353777e-05
Iris Speckle,9,1.9509657280353777e-05
Meningioma,9,1.9509657280353777e-05
Polycoria,9,1.9509657280353777e-05
Tracheal perforation,9,1.9509657280353777e-05
Synovial Cyst,9,1.9509657280353777e-05
Epidural Mucinous Cyst,9,1.9509657280353777e-05
Intraocular Tumors,9,1.9509657280353777e-05
Paraneoplastic Syndrome,9,1.9509657280353777e-05
Wind-warmth syndrome,9,1.9509657280353777e-05
Mandibular Symphysis Avulsion,9,1.9509657280353777e-05
Malignant Mixed Tumor,9,1.9509657280353777e-05
Vulvar Tumor,9,1.9509657280353777e-05
First-degree atrioventricular block,9,1.9509657280353777e-05
Anal sac adenoma,9,1.9509657280353777e-05
Root Fusion,9,1.9509657280353777e-05
Leigh Syndrome,9,1.9509657280353777e-05
Hemifacial Spasm,9,1.9509657280353777e-05
Trypanosomiasis,9,1.9509657280353777e-05
Full-Thickness Corneal Laceration,9,1.9509657280353777e-05
Pythium Blight,9,1.9509657280353777e-05
Parasitic Conjunctivitis,9,1.9509657280353777e-05
Infertility,9,1.9509657280353777e-05
Deficiency of both Qi and Yin,9,1.9509657280353777e-05
Lung abscess,9,1.9509657280353777e-05
Oral Sinus Tract,9,1.9509657280353777e-05
Palpitations,9,1.9509657280353777e-05
Pending Investigation of Bloody Stool,9,1.9509657280353777e-05
Vitamin C Deficiency,9,1.9509657280353777e-05
Malformation of Forearm Growth,9,1.9509657280353777e-05
Posterior Polymorphous Dystrophy,9,1.9509657280353777e-05
Deficiency of Coagulation Factors,8,1.7341917582536688e-05
Anterior synechiae of the iris,8,1.7341917582536688e-05
Non-erosive Polyarthritis,8,1.7341917582536688e-05
Transfusion Reaction,8,1.7341917582536688e-05
Bromide Poisoning,8,1.7341917582536688e-05
Epithelial Tumors,8,1.7341917582536688e-05
Piroplasmosis,8,1.7341917582536688e-05
Hepatozoonosis,8,1.7341917582536688e-05
Nasal Hemorrhage,8,1.7341917582536688e-05
Neurotrophic Keratopathy,8,1.7341917582536688e-05
Acupuncture Healthcare,8,1.7341917582536688e-05
Intraepidermal Keratinizing Epithelioma,8,1.7341917582536688e-05
Diseases of Red Blood Cells,8,1.7341917582536688e-05
Abdominal wall penetration injury,8,1.7341917582536688e-05
Lenticular Defect,8,1.7341917582536688e-05
Damp Heat,8,1.7341917582536688e-05
Tonsillitis,8,1.7341917582536688e-05
Spontaneous Self-harm,8,1.7341917582536688e-05
Fibrosarcoma,8,1.7341917582536688e-05
Meconium Ileus,8,1.7341917582536688e-05
Testicular atrophy and hypoplasia,8,1.7341917582536688e-05
Hypomagnesemia,8,1.7341917582536688e-05
Epithelial-Origin Tumors,8,1.7341917582536688e-05
Abdominal Serratus Muscle Tear,8,1.7341917582536688e-05
Splenic Torsion,8,1.7341917582536688e-05
Intestinal Dampness and Heat,8,1.7341917582536688e-05
Cranial cruciate ligament dysplasia,8,1.7341917582536688e-05
Eustachian Tube Dilation,8,1.7341917582536688e-05
Cryptogenic Meningoencephalitis-Cerebellar Type,8,1.7341917582536688e-05
Mating,8,1.7341917582536688e-05
Fungal Keratitis,8,1.7341917582536688e-05
Autonomic Neuropathy/Familial Autonomic Neuropathy,8,1.7341917582536688e-05
Phlegm Stagnation and Toxin Accumulation,8,1.7341917582536688e-05
Hypersensitivity Pneumonitis,8,1.7341917582536688e-05
Vitamin D Toxicity,8,1.7341917582536688e-05
Equine Infectious Anemia,8,1.7341917582536688e-05
Aflatoxicosis,8,1.7341917582536688e-05
Spleen Deficiency and Liver Hyperactivity,8,1.7341917582536688e-05
Arrhythmogenic Right Ventricular Cardiomyopathy,8,1.7341917582536688e-05
Esophageal Tumor,8,1.7341917582536688e-05
Gastric Dilation,8,1.7341917582536688e-05
Trypanosomiasis evansi,8,1.7341917582536688e-05
Painless Ulcer,8,1.7341917582536688e-05
Tinea Circinata,8,1.7341917582536688e-05
Psychogenic Self-induced Alopecia,8,1.7341917582536688e-05
Fungal Conjunctivitis,8,1.7341917582536688e-05
Gastric Dilatation/Volvulus,8,1.7341917582536688e-05
Intestinal Wind Injury to the Collaterals,8,1.7341917582536688e-05
Gracilis Muscle Tear,8,1.7341917582536688e-05
Focal Nodular Hyperplasia (FNH) of the Liver,8,1.7341917582536688e-05
Hemivertebra/Butterfly Vertebra/Block Vertebra,8,1.7341917582536688e-05
Permanent Pupillary Membrane,8,1.7341917582536688e-05
Hyperactivity of Liver Fire,8,1.7341917582536688e-05
Underweight to be investigated,8,1.7341917582536688e-05
Cerebellar Hypoplasia,8,1.7341917582536688e-05
Aplasia of the lens,8,1.7341917582536688e-05
Fibroma,8,1.7341917582536688e-05
Microcornea,8,1.7341917582536688e-05
Gastrointestinal nematodiasis,8,1.7341917582536688e-05
Conjunctival sac foreign body,8,1.7341917582536688e-05
Triazine Poisoning,8,1.7341917582536688e-05
Idiopathic Aseptic Granuloma and Pyogenic Granuloma,8,1.7341917582536688e-05
Dampness-Heat in Spleen and Stomach,8,1.7341917582536688e-05
Hyperkalemic Periodic Paralysis,8,1.7341917582536688e-05
Angiosarcoma,8,1.7341917582536688e-05
Qi Stagnation and Blood Stasis,8,1.7341917582536688e-05
Decayed Carapace,8,1.7341917582536688e-05
Upper Jiao Damp-Heat,7,1.5174177884719603e-05
Premature Ventricular Contractions (PVCs),7,1.5174177884719603e-05
Round Cell Tumor,7,1.5174177884719603e-05
Lid laceration,7,1.5174177884719603e-05
Congenital Optic Disc Dysplasia,7,1.5174177884719603e-05
Ventricular automatic rhythm,7,1.5174177884719603e-05
Bone Marrow Disorders,7,1.5174177884719603e-05
Secondary Brain Tumor,7,1.5174177884719603e-05
Basophilic Dermatitis,7,1.5174177884719603e-05
Necrotizing Meningoencephalitis - Cerebral,7,1.5174177884719603e-05
Gluteal Muscle Injury,7,1.5174177884719603e-05
Systemic Lupus Erythematosus (SLE),7,1.5174177884719603e-05
Small Crystallites,7,1.5174177884719603e-05
Medium-Chain Triglycerides,7,1.5174177884719603e-05
Rotavirus Infection,7,1.5174177884719603e-05
Second-degree atrioventricular block,7,1.5174177884719603e-05
Corneal Dermoid Cyst,7,1.5174177884719603e-05
Metacarpal Osteophyte,7,1.5174177884719603e-05
Penetrating Corneal Injury,7,1.5174177884719603e-05
Spleen and Stomach Deficiency Cold,7,1.5174177884719603e-05
Blood Stasis Blocking the Meridians,7,1.5174177884719603e-05
Pulmonary Lymphomatoid Granulomatosis,7,1.5174177884719603e-05
Hepatic Portal Venous Shunt (Congenital),7,1.5174177884719603e-05
Bullous Cutaneous Lupus Erythematosus (VCLE),7,1.5174177884719603e-05
Trunk cyclic alopecia,7,1.5174177884719603e-05
Apoplexy of the Sun,7,1.5174177884719603e-05
Pigmentary Abnormalities,7,1.5174177884719603e-05
Rhabdomyolysis (Fatigue-Induced Myopathy),7,1.5174177884719603e-05
SJS and Toxic Epidermal Necrolysis,7,1.5174177884719603e-05
Bicipital Tenosynovitis,7,1.5174177884719603e-05
Burns,7,1.5174177884719603e-05
Non-specific cardiomyopathy,7,1.5174177884719603e-05
Dysentery,7,1.5174177884719603e-05
Fanconi Syndrome,7,1.5174177884719603e-05
Exertional Myopathy,7,1.5174177884719603e-05
Liver Cancer,7,1.5174177884719603e-05
Hair Removal without Regrowth,7,1.5174177884719603e-05
Matrix corneal ulcer,7,1.5174177884719603e-05
Hyperestrogenism,7,1.5174177884719603e-05
Anal adenoma,7,1.5174177884719603e-05
Mandibular Ramus Fracture,7,1.5174177884719603e-05
Distal Motor Neuron Denervation Disease,7,1.5174177884719603e-05
Primary Bone Tumor,7,1.5174177884719603e-05
Spleen Qi Deficiency,7,1.5174177884719603e-05
Viral Myocarditis,7,1.5174177884719603e-05
Non-infectious Subcutaneous Swelling,7,1.5174177884719603e-05
Tumoral Calcinosis,7,1.5174177884719603e-05
Brachial Plexus Neuritis,7,1.5174177884719603e-05
Paralytic Myoglobinuria Disease,7,1.5174177884719603e-05
Leishmaniasis,7,1.5174177884719603e-05
Hyperplasia of the mammary glands,7,1.5174177884719603e-05
Investigation of Hematochezia,7,1.5174177884719603e-05
Paraphimosis and redundant prepuce,7,1.5174177884719603e-05
Sterile Eosinophilic Pustulosis,7,1.5174177884719603e-05
Pending Investigation of Hematochezia,7,1.5174177884719603e-05
Gout,7,1.5174177884719603e-05
Ceruminous Adenoma,7,1.5174177884719603e-05
Thymoma,7,1.5174177884719603e-05
Diabetic Neuropathy,7,1.5174177884719603e-05
Vitreitis,7,1.5174177884719603e-05
Internal Disturbance due to Blood Heat,7,1.5174177884719603e-05
Botulinum Toxin Poisoning,7,1.5174177884719603e-05
Injury to the Ulnar Flexor Muscles of the Wrist,7,1.5174177884719603e-05
Actinomycosis,7,1.5174177884719603e-05
Evil Qi Stagnation in the Lesser Yang,7,1.5174177884719603e-05
Tarsal Inversion of Eyelashes,7,1.5174177884719603e-05
Anodontia,7,1.5174177884719603e-05
Hirschsprung's Disease,7,1.5174177884719603e-05
Dryness in the Lung and Stagnant Heat,7,1.5174177884719603e-05
Chloroquine Drug Poisoning,7,1.5174177884719603e-05
Bacterial Corneal Ulcer,7,1.5174177884719603e-05
Crystalline Corneal Opacity,6,1.3006438186902516e-05
Adenoma,6,1.3006438186902516e-05
Hyperaldosteronism,6,1.3006438186902516e-05
Calcium Deposit in the Skin,6,1.3006438186902516e-05
Persistent Hyaloid Artery,6,1.3006438186902516e-05
Uveocutaneous Syndrome,6,1.3006438186902516e-05
Sebaceous Gland Inflammation,6,1.3006438186902516e-05
Algaecide Poisoning,6,1.3006438186902516e-05
Abnormality of the Soft Palate,6,1.3006438186902516e-05
Granulomatous Meningoencephalitis-Cerebellar Type,6,1.3006438186902516e-05
Ceruminous Gland Tumor,6,1.3006438186902516e-05
Rotten Armor,6,1.3006438186902516e-05
Plague,6,1.3006438186902516e-05
Weak Spleen and Stomach,6,1.3006438186902516e-05
Feng's Factor Disease,6,1.3006438186902516e-05
Kidney Deficiency and Instability,6,1.3006438186902516e-05
Thrombotic Encephalopathy,6,1.3006438186902516e-05
Granulomatous Meningoencephalitis - Cerebral Type,6,1.3006438186902516e-05
Liver Qi Stagnation and Spleen Deficiency,6,1.3006438186902516e-05
Corneal Stromal Abscess,6,1.3006438186902516e-05
Model alopecia areata,6,1.3006438186902516e-05
Leukodystrophy,6,1.3006438186902516e-05
Hypertrophic Necrotizing Otitis,6,1.3006438186902516e-05
Petroleum Hydrocarbon Poisoning,6,1.3006438186902516e-05
Feline Cowpox,6,1.3006438186902516e-05
Degenerative Myelopathy,6,1.3006438186902516e-05
Vertebral Facet Joint Hypertrophy,6,1.3006438186902516e-05
Ceruminous Gland Carcinoma,6,1.3006438186902516e-05
Herpes Simplex,6,1.3006438186902516e-05
Meningitis/Myelitis/Meningomyelitis,6,1.3006438186902516e-05
Orbital Cyst,6,1.3006438186902516e-05
Volvulus,6,1.3006438186902516e-05
Tear of the Biceps Tendon Origin,6,1.3006438186902516e-05
Supraventricular Premature Beats,6,1.3006438186902516e-05
Paroxysmal Movement Disorder,6,1.3006438186902516e-05
Pulp Necrosis,6,1.3006438186902516e-05
Neurotrophic Keratitis,6,1.3006438186902516e-05
Heartworm Disease,6,1.3006438186902516e-05
Intramedullary Spinal Cord Tumor,6,1.3006438186902516e-05
Hemangioma,6,1.3006438186902516e-05
Epidemic Toxin Invasion,6,1.3006438186902516e-05
Mycetoma (Pseudomycetoma),6,1.3006438186902516e-05
Oral Fibrosarcoma,6,1.3006438186902516e-05
Microcysticercosis,6,1.3006438186902516e-05
Impaired Pulmonary Collateral Circulation,6,1.3006438186902516e-05
Excessive Accumulation of Lung Heat,6,1.3006438186902516e-05
Wall Sporulation Fungosis,6,1.3006438186902516e-05
Urogenital System Tumors,6,1.3006438186902516e-05
Dissolving Corneal Ulcer,6,1.3006438186902516e-05
Intraoral Electrical Burn,6,1.3006438186902516e-05
Basophilia,6,1.3006438186902516e-05
Deficiency of Kidney Yin,6,1.3006438186902516e-05
Metronidazole Poisoning,6,1.3006438186902516e-05
Gastrointestinal bloating,6,1.3006438186902516e-05
Foramina Magnum-Related Malformations,6,1.3006438186902516e-05
Salivary Gland Stones (Sialoliths),6,1.3006438186902516e-05
Tracheal hypoplasia,6,1.3006438186902516e-05
Liver Cirrhosis and Hepatic Fibrosis,6,1.3006438186902516e-05
Hypermagnesemia,6,1.3006438186902516e-05
Persistent Hyperplastic Primary Vitreous / Persistent Hyaloid Vasculature (PHPV/PHTVL),6,1.3006438186902516e-05
Pericardial Tumor,6,1.3006438186902516e-05
Gastrointestinal Stagnation,6,1.3006438186902516e-05
Abnormal Neuronal Migration,6,1.3006438186902516e-05
Deficiency of Spleen Qi,6,1.3006438186902516e-05
Strongyloidiasis,6,1.3006438186902516e-05
Paragonimus,6,1.3006438186902516e-05
Congenital Cataract,5,1.0838698489085431e-05
Furcation Lesion,5,1.0838698489085431e-05
Sinus Tachycardia,5,1.0838698489085431e-05
Hypoplasia or defect of the eyelid,5,1.0838698489085431e-05
Primary Wall Fungus Disease,5,1.0838698489085431e-05
Neonatal Conjunctivitis,5,1.0838698489085431e-05
Zygomatic bone fracture,5,1.0838698489085431e-05
Subcranial Mandibular Disease,5,1.0838698489085431e-05
Laryngeal paralysis,5,1.0838698489085431e-05
Degenerative Vitreous Opacification,5,1.0838698489085431e-05
Chemically Induced Corneal Ulcer,5,1.0838698489085431e-05
Acute Non-Compressive Nucleus Pulposus Extrusion,5,1.0838698489085431e-05
Poor blood circulation,5,1.0838698489085431e-05
Punctum lacrimale,5,1.0838698489085431e-05
Flail Chest,5,1.0838698489085431e-05
Primary Pulmonary Tumor,5,1.0838698489085431e-05
Steroid-Responsive Meningitis Arteritis,5,1.0838698489085431e-05
Leiomyoma,5,1.0838698489085431e-05
Bacterial and Mycotoxin Poisoning,5,1.0838698489085431e-05
Histiocytosis,5,1.0838698489085431e-05
Tracheal Obstruction,5,1.0838698489085431e-05
Gastrointestinal Lymphoma,5,1.0838698489085431e-05
Parasitic Granuloma,5,1.0838698489085431e-05
Lacrimal Gland Cyst,5,1.0838698489085431e-05
Brain Disorders,5,1.0838698489085431e-05
Dryness and Heat Stagnation in the Lung,5,1.0838698489085431e-05
Rhinomycosis,5,1.0838698489085431e-05
Preputial Tumor,5,1.0838698489085431e-05
Fibrous Reactive Enteritis,5,1.0838698489085431e-05
Occlusal mucosal hyperplasia,5,1.0838698489085431e-05
OSA (Obstructive Sleep Apnea),5,1.0838698489085431e-05
Skin Tag,5,1.0838698489085431e-05
Nephrotic Syndrome with Protein Losing,5,1.0838698489085431e-05
Bi Syndrome,5,1.0838698489085431e-05
Mucocutaneous Cutaneous Lupus Erythematosus (MCLE),5,1.0838698489085431e-05
Intersex,5,1.0838698489085431e-05
Non-purulent Subcutaneous Swelling,5,1.0838698489085431e-05
Phlegm stagnation and toxin accumulation,5,1.0838698489085431e-05
Incisor Malocclusion/Overgrown Incisors (Rodentia),5,1.0838698489085431e-05
Medial Canthus Pouch Syndrome,5,1.0838698489085431e-05
Fracture of the Ilium Body,5,1.0838698489085431e-05
Tibial fascia tensor muscle injury,5,1.0838698489085431e-05
Eosinophilic Conjunctivitis,5,1.0838698489085431e-05
